pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
WSLS vs WSLS,WSLS,WSLS,A,122,0,4,-4,8,0.5,27,22,23,10,22,15,27,16
WSLS vs WSLS,WSLS,WSLS,B,122,-0,4,-4,8,0.5,23,12,27,15,27,13,22,10
WSLS vs WSLS,WSLS,WSLS,A,123,8,2,6,-4,0.54,26,14,24,13,28,17,21,10
WSLS vs WSLS,WSLS,WSLS,B,123,-8,-6,-2,-4,0.45999999999999996,24,14,26,17,21,15,28,15
WSLS vs WSLS,WSLS,WSLS,A,124,-10,-2,-8,6,0.45,24,15,26,15,20,13,29,16
WSLS vs WSLS,WSLS,WSLS,B,124,10,8,2,6,0.55,26,14,24,13,29,11,20,9
WSLS vs WSLS,WSLS,WSLS,A,125,10,0,10,-10,0.55,25,11,25,13,29,18,20,14
WSLS vs WSLS,WSLS,WSLS,B,125,-10,-10,-0,-10,0.44999999999999996,25,14,25,11,20,11,29,15
WSLS vs WSLS,WSLS,WSLS,A,126,-8,4,-12,16,0.46,27,17,23,12,19,11,30,18
WSLS vs WSLS,WSLS,WSLS,B,126,8,12,-4,16,0.54,23,13,27,16,30,17,19,13
WSLS vs WSLS,WSLS,WSLS,A,127,10,-2,12,-14,0.55,24,12,26,15,31,17,18,12
WSLS vs WSLS,WSLS,WSLS,B,127,-10,-12,2,-14,0.44999999999999996,26,14,24,16,18,6,31,18
WSLS vs WSLS,WSLS,WSLS,A,128,0,-4,4,-8,0.5,23,13,27,12,27,13,22,10
WSLS vs WSLS,WSLS,WSLS,B,128,-0,-4,4,-8,0.5,27,17,23,17,22,14,27,18
WSLS vs WSLS,WSLS,WSLS,A,129,-6,-6,0,-6,0.47,22,13,28,15,25,16,24,12
WSLS vs WSLS,WSLS,WSLS,B,129,6,-0,6,-6,0.53,28,19,22,18,24,12,25,13
WSLS vs WSLS,WSLS,WSLS,A,130,6,4,2,2,0.53,27,16,23,12,25,16,24,11
WSLS vs WSLS,WSLS,WSLS,B,130,-6,-2,-4,2,0.47,23,13,27,16,24,12,25,19
WSLS vs WSLS,WSLS,WSLS,A,131,4,10,-6,16,0.52,30,21,20,9,22,9,27,16
WSLS vs WSLS,WSLS,WSLS,B,131,-4,6,-10,16,0.48,20,12,30,22,27,14,22,14
WSLS vs WSLS,WSLS,WSLS,A,132,6,16,-10,26,0.53,33,25,17,6,19,7,30,16
WSLS vs WSLS,WSLS,WSLS,B,132,-6,10,-16,26,0.47,17,11,33,20,30,24,19,14
WSLS vs WSLS,WSLS,WSLS,A,133,2,0,2,-2,0.51,25,18,25,13,25,11,24,12
WSLS vs WSLS,WSLS,WSLS,B,133,-2,-2,-0,-2,0.49,25,15,25,15,24,18,25,15
WSLS vs WSLS,WSLS,WSLS,A,134,0,-6,6,-12,0.5,22,11,28,17,27,15,22,16
WSLS vs WSLS,WSLS,WSLS,B,134,-0,-6,6,-12,0.5,28,15,22,13,22,10,27,13
WSLS vs WSLS,WSLS,WSLS,A,135,-14,-8,-6,-2,0.43,21,16,29,17,22,14,27,11
WSLS vs WSLS,WSLS,WSLS,B,135,14,6,8,-2,0.5700000000000001,29,18,21,11,27,14,22,13
WSLS vs WSLS,WSLS,WSLS,A,136,6,0,6,-6,0.53,25,11,25,19,27,16,22,7
WSLS vs WSLS,WSLS,WSLS,B,136,-6,-6,-0,-6,0.47,25,9,25,11,22,11,27,12
WSLS vs WSLS,WSLS,WSLS,A,137,-4,-4,0,-4,0.48,23,13,27,19,25,15,24,10
WSLS vs WSLS,WSLS,WSLS,B,137,4,-0,4,-4,0.52,27,16,23,11,24,13,25,17
WSLS vs WSLS,WSLS,WSLS,A,138,-2,0,-2,2,0.49,25,16,25,18,23,12,26,15
WSLS vs WSLS,WSLS,WSLS,B,138,2,2,-0,2,0.51,25,9,25,17,26,15,23,15
WSLS vs WSLS,WSLS,WSLS,A,139,-10,-6,-4,-2,0.45,22,12,28,21,23,9,26,14
WSLS vs WSLS,WSLS,WSLS,B,139,10,4,6,-2,0.55,28,12,22,12,26,16,23,16
WSLS vs WSLS,WSLS,WSLS,A,140,-6,-2,-4,2,0.47,24,16,26,16,22,14,27,17
WSLS vs WSLS,WSLS,WSLS,B,140,6,4,2,2,0.53,26,17,24,16,27,18,22,15
WSLS vs WSLS,WSLS,WSLS,A,141,-16,-4,-12,8,0.42,23,13,27,15,18,10,31,23
WSLS vs WSLS,WSLS,WSLS,B,141,16,12,4,8,0.5800000000000001,27,20,23,13,31,19,18,11
WSLS vs WSLS,WSLS,WSLS,A,142,4,2,2,0,0.52,26,13,24,10,26,14,23,8
WSLS vs WSLS,WSLS,WSLS,B,142,-4,-2,-2,0,0.48,24,12,26,14,23,15,26,12
WSLS vs WSLS,WSLS,WSLS,A,143,-14,-2,-12,10,0.43,24,12,26,12,19,13,30,13
WSLS vs WSLS,WSLS,WSLS,B,143,14,12,2,10,0.5700000000000001,26,17,24,14,30,21,19,11
WSLS vs WSLS,WSLS,WSLS,A,144,-4,-4,0,-4,0.48,23,8,27,14,25,14,24,13
WSLS vs WSLS,WSLS,WSLS,B,144,4,-0,4,-4,0.52,27,19,23,12,24,13,25,17
WSLS vs WSLS,WSLS,WSLS,A,145,6,0,6,-6,0.53,25,15,25,10,27,18,22,11
WSLS vs WSLS,WSLS,WSLS,B,145,-6,-6,-0,-6,0.47,25,12,25,12,22,11,27,16
WSLS vs WSLS,WSLS,WSLS,A,146,0,2,-2,4,0.5,26,13,24,13,24,13,25,15
WSLS vs WSLS,WSLS,WSLS,B,146,-0,2,-2,4,0.5,24,13,26,14,25,14,24,16
WSLS vs WSLS,WSLS,WSLS,A,147,-12,-10,-2,-8,0.44,20,14,30,19,24,15,25,12
WSLS vs WSLS,WSLS,WSLS,B,147,12,2,10,-8,0.56,30,13,20,11,25,16,24,13
WSLS vs WSLS,WSLS,WSLS,A,148,-4,-6,2,-8,0.48,22,14,28,18,25,12,24,15
WSLS vs WSLS,WSLS,WSLS,B,148,4,-2,6,-8,0.52,28,20,22,12,24,13,25,11
WSLS vs WSLS,WSLS,WSLS,A,149,0,6,-6,12,0.5,28,12,22,10,22,11,27,16
WSLS vs WSLS,WSLS,WSLS,B,149,-0,6,-6,12,0.5,22,11,28,19,27,19,22,14
WSLS vs WSLS,WSLS,WSLS,A,150,4,10,-6,16,0.52,30,15,20,13,21,12,28,17
WSLS vs WSLS,WSLS,WSLS,B,150,-4,6,-10,16,0.48,20,12,30,16,28,18,21,8
WSLS vs WSLS,WSLS,WSLS,A,151,-6,-10,4,-14,0.47,20,9,30,11,27,18,22,9
WSLS vs WSLS,WSLS,WSLS,B,151,6,-4,10,-14,0.53,30,12,20,8,22,10,27,17
WSLS vs WSLS,WSLS,WSLS,A,152,4,6,-2,8,0.52,28,16,22,16,24,18,25,10
WSLS vs WSLS,WSLS,WSLS,B,152,-4,2,-6,8,0.48,22,14,28,21,25,11,24,15
WSLS vs WSLS,WSLS,WSLS,A,153,8,6,2,4,0.54,28,16,22,13,25,17,24,11
WSLS vs WSLS,WSLS,WSLS,B,153,-8,-2,-6,4,0.45999999999999996,22,14,28,16,24,15,25,16
WSLS vs WSLS,WSLS,WSLS,A,154,-6,-2,-4,2,0.47,24,11,26,12,22,13,27,13
WSLS vs WSLS,WSLS,WSLS,B,154,6,4,2,2,0.53,26,15,24,18,27,14,22,12
WSLS vs WSLS,WSLS,WSLS,A,155,0,6,-6,12,0.5,28,18,22,10,21,14,28,16
WSLS vs WSLS,WSLS,WSLS,B,155,-0,6,-6,12,0.5,22,15,28,18,28,19,21,12
WSLS vs WSLS,WSLS,WSLS,A,156,12,10,2,8,0.56,30,22,20,13,26,17,23,12
WSLS vs WSLS,WSLS,WSLS,B,156,-12,-2,-10,8,0.43999999999999995,20,11,30,11,23,15,26,17
WSLS vs WSLS,WSLS,WSLS,A,157,-22,-10,-12,2,0.39,20,13,30,14,18,12,31,19
WSLS vs WSLS,WSLS,WSLS,B,157,22,12,10,2,0.61,30,18,20,10,31,18,18,8
WSLS vs WSLS,WSLS,WSLS,A,158,-20,-8,-12,4,0.4,21,12,29,19,19,10,30,16
WSLS vs WSLS,WSLS,WSLS,B,158,20,12,8,4,0.6,29,16,21,11,30,18,19,9
WSLS vs WSLS,WSLS,WSLS,A,159,-12,-10,-2,-8,0.44,20,11,30,17,23,12,26,17
WSLS vs WSLS,WSLS,WSLS,B,159,12,2,10,-8,0.56,30,20,20,10,26,19,23,12
WSLS vs WSLS,WSLS,WSLS,A,160,-2,-6,4,-10,0.49,22,11,28,16,26,19,23,9
WSLS vs WSLS,WSLS,WSLS,B,160,2,-4,6,-10,0.51,28,17,22,11,23,13,26,13
WSLS vs WSLS,WSLS,WSLS,A,161,-2,-8,6,-14,0.49,21,7,29,20,27,18,22,8
WSLS vs WSLS,WSLS,WSLS,B,161,2,-6,8,-14,0.51,29,14,21,14,22,12,27,16
WSLS vs WSLS,WSLS,WSLS,A,162,0,2,-2,4,0.5,26,10,24,11,23,11,26,15
WSLS vs WSLS,WSLS,WSLS,B,162,-0,2,-2,4,0.5,24,16,26,16,26,16,23,13
WSLS vs WSLS,WSLS,WSLS,A,163,-4,4,-8,12,0.48,27,17,23,13,20,12,29,19
WSLS vs WSLS,WSLS,WSLS,B,163,4,8,-4,12,0.52,23,16,27,16,29,15,20,7
WSLS vs WSLS,WSLS,WSLS,A,164,12,4,8,-4,0.56,27,15,23,11,29,23,20,13
WSLS vs WSLS,WSLS,WSLS,B,164,-12,-8,-4,-4,0.43999999999999995,23,13,27,16,20,13,29,18
WSLS vs WSLS,WSLS,WSLS,A,165,8,-2,10,-12,0.54,24,11,26,11,29,15,20,11
WSLS vs WSLS,WSLS,WSLS,B,165,-8,-10,2,-12,0.45999999999999996,26,20,24,15,20,14,29,15
WSLS vs WSLS,WSLS,WSLS,A,166,8,4,4,0,0.54,27,18,23,11,27,21,22,12
WSLS vs WSLS,WSLS,WSLS,B,166,-8,-4,-4,0,0.45999999999999996,23,14,27,17,22,13,27,16
WSLS vs WSLS,WSLS,WSLS,A,167,12,2,10,-8,0.56,26,14,24,10,30,17,19,9
WSLS vs WSLS,WSLS,WSLS,B,167,-12,-10,-2,-8,0.43999999999999995,24,14,26,19,19,10,30,14
WSLS vs WSLS,WSLS,WSLS,A,168,-16,-10,-6,-4,0.42,20,10,30,20,21,14,28,20
WSLS vs WSLS,WSLS,WSLS,B,168,16,6,10,-4,0.5800000000000001,30,18,20,7,28,18,21,9
WSLS vs WSLS,WSLS,WSLS,A,169,14,-6,20,-26,0.57,22,13,28,14,35,20,14,9
WSLS vs WSLS,WSLS,WSLS,B,169,-14,-20,6,-26,0.43000000000000005,28,16,22,13,14,5,35,19
WSLS vs WSLS,WSLS,WSLS,A,170,16,8,8,0,0.58,29,14,21,13,28,16,21,17
WSLS vs WSLS,WSLS,WSLS,B,170,-16,-8,-8,0,0.42000000000000004,21,7,29,17,21,8,28,13
WSLS vs WSLS,WSLS,WSLS,A,171,8,6,2,4,0.54,28,19,22,13,26,13,23,14
WSLS vs WSLS,WSLS,WSLS,B,171,-8,-2,-6,4,0.45999999999999996,22,10,28,21,23,18,26,13
WSLS vs WSLS,WSLS,WSLS,A,172,-4,0,-4,4,0.48,25,15,25,8,23,14,26,17
WSLS vs WSLS,WSLS,WSLS,B,172,4,4,-0,4,0.52,25,18,25,15,26,18,23,6
WSLS vs WSLS,WSLS,WSLS,A,173,-16,-8,-8,0,0.42,21,8,29,21,21,13,28,19
WSLS vs WSLS,WSLS,WSLS,B,173,16,8,8,0,0.5800000000000001,29,17,21,12,28,16,21,14
WSLS vs WSLS,WSLS,WSLS,A,174,10,8,2,6,0.55,29,15,21,13,26,17,23,12
WSLS vs WSLS,WSLS,WSLS,B,174,-10,-2,-8,6,0.44999999999999996,21,6,29,17,23,11,26,15
WSLS vs WSLS,WSLS,WSLS,A,175,-16,-10,-6,-4,0.42,20,12,30,16,21,14,28,14
WSLS vs WSLS,WSLS,WSLS,B,175,16,6,10,-4,0.5800000000000001,30,17,20,8,28,17,21,13
WSLS vs WSLS,WSLS,WSLS,A,176,14,-4,18,-22,0.57,23,11,27,13,33,20,16,11
WSLS vs WSLS,WSLS,WSLS,B,176,-14,-18,4,-22,0.43000000000000005,27,13,23,12,16,11,33,22
WSLS vs WSLS,WSLS,WSLS,A,177,-20,-12,-8,-4,0.4,19,14,31,18,21,12,28,19
WSLS vs WSLS,WSLS,WSLS,B,177,20,8,12,-4,0.6,31,14,19,7,28,18,21,16
WSLS vs WSLS,WSLS,WSLS,A,178,4,10,-6,16,0.52,30,15,20,11,22,13,27,17
WSLS vs WSLS,WSLS,WSLS,B,178,-4,6,-10,16,0.48,20,12,30,19,27,13,22,11
WSLS vs WSLS,WSLS,WSLS,A,179,-6,-8,2,-10,0.47,21,12,29,16,26,16,23,12
WSLS vs WSLS,WSLS,WSLS,B,179,6,-2,8,-10,0.53,29,16,21,12,23,12,26,17
WSLS vs WSLS,WSLS,WSLS,A,180,-8,-10,2,-12,0.46,20,7,30,21,25,12,24,15
WSLS vs WSLS,WSLS,WSLS,B,180,8,-2,10,-12,0.54,30,23,20,13,24,8,25,11
WSLS vs WSLS,WSLS,WSLS,A,181,-18,-8,-10,2,0.41,21,13,29,17,20,10,29,20
WSLS vs WSLS,WSLS,WSLS,B,181,18,10,8,2,0.5900000000000001,29,17,21,15,29,20,20,11
WSLS vs WSLS,WSLS,WSLS,A,182,-10,-2,-8,6,0.45,24,13,26,13,20,11,29,13
WSLS vs WSLS,WSLS,WSLS,B,182,10,8,2,6,0.55,26,17,24,16,29,19,20,12
WSLS vs WSLS,WSLS,WSLS,A,183,10,2,8,-6,0.55,26,14,24,16,29,16,20,9
WSLS vs WSLS,WSLS,WSLS,B,183,-10,-8,-2,-6,0.44999999999999996,24,13,26,10,20,11,29,15
WSLS vs WSLS,WSLS,WSLS,A,184,-12,0,-12,12,0.44,25,13,25,15,19,10,30,15
WSLS vs WSLS,WSLS,WSLS,B,184,12,12,-0,12,0.56,25,13,25,14,30,14,19,9
WSLS vs WSLS,WSLS,WSLS,A,185,4,4,0,4,0.52,27,18,23,10,25,16,24,14
WSLS vs WSLS,WSLS,WSLS,B,185,-4,-0,-4,4,0.48,23,13,27,15,24,15,25,11
WSLS vs WSLS,WSLS,WSLS,A,186,-2,0,-2,2,0.49,25,12,25,15,23,13,26,12
WSLS vs WSLS,WSLS,WSLS,B,186,2,2,-0,2,0.51,25,15,25,14,26,15,23,10
WSLS vs WSLS,WSLS,WSLS,A,187,14,8,6,2,0.57,29,13,21,11,28,15,21,13
WSLS vs WSLS,WSLS,WSLS,B,187,-14,-6,-8,2,0.43000000000000005,21,12,29,17,21,12,28,17
WSLS vs WSLS,WSLS,WSLS,A,188,8,-2,10,-12,0.54,24,13,26,14,29,15,20,10
WSLS vs WSLS,WSLS,WSLS,B,188,-8,-10,2,-12,0.45999999999999996,26,14,24,12,20,8,29,15
WSLS vs WSLS,WSLS,WSLS,A,189,-2,-2,0,-2,0.49,24,12,26,11,24,11,25,18
WSLS vs WSLS,WSLS,WSLS,B,189,2,-0,2,-2,0.51,26,15,24,11,25,16,24,11
WSLS vs WSLS,WSLS,WSLS,A,190,-4,-2,-2,0,0.48,24,16,26,13,24,8,25,16
WSLS vs WSLS,WSLS,WSLS,B,190,4,2,2,0,0.52,26,19,24,16,25,20,24,13
WSLS vs WSLS,WSLS,WSLS,A,191,16,8,8,0,0.58,29,12,21,12,28,15,21,12
WSLS vs WSLS,WSLS,WSLS,B,191,-16,-8,-8,0,0.42000000000000004,21,14,29,18,21,14,28,18
WSLS vs WSLS,WSLS,WSLS,A,192,4,8,-4,12,0.52,29,17,21,16,22,13,27,12
WSLS vs WSLS,WSLS,WSLS,B,192,-4,4,-8,12,0.48,21,11,29,14,27,19,22,13
WSLS vs WSLS,WSLS,WSLS,A,193,-20,-8,-12,4,0.4,21,8,29,17,19,10,30,11
WSLS vs WSLS,WSLS,WSLS,B,193,20,12,8,4,0.6,29,15,21,14,30,17,19,12
WSLS vs WSLS,WSLS,WSLS,A,194,26,14,12,2,0.63,32,16,18,12,30,20,19,12
WSLS vs WSLS,WSLS,WSLS,B,194,-26,-12,-14,2,0.37,18,11,32,15,19,12,30,17
WSLS vs WSLS,WSLS,WSLS,A,195,-8,-8,0,-8,0.46,21,10,29,15,24,15,25,17
WSLS vs WSLS,WSLS,WSLS,B,195,8,-0,8,-8,0.54,29,12,21,14,25,12,24,17
WSLS vs WSLS,WSLS,WSLS,A,196,-4,2,-6,8,0.48,26,16,24,14,21,13,28,13
WSLS vs WSLS,WSLS,WSLS,B,196,4,6,-2,8,0.52,24,15,26,14,28,13,21,12
WSLS vs WSLS,WSLS,WSLS,A,197,-6,0,-6,6,0.47,25,19,25,12,22,14,27,16
WSLS vs WSLS,WSLS,WSLS,B,197,6,6,-0,6,0.53,25,15,25,13,27,14,22,12
WSLS vs WSLS,WSLS,WSLS,A,198,-28,-16,-12,-4,0.36,17,10,33,16,18,11,31,18
WSLS vs WSLS,WSLS,WSLS,B,198,28,12,16,-4,0.64,33,17,17,6,31,21,18,5
WSLS vs WSLS,WSLS,WSLS,A,199,-8,-6,-2,-4,0.46,22,15,28,17,23,10,26,12
WSLS vs WSLS,WSLS,WSLS,B,199,8,2,6,-4,0.54,28,18,22,12,26,14,23,17
WSLS vs WSLS,WSLS,WSLS,A,200,-16,-12,-4,-8,0.42,19,11,31,17,22,12,27,17
WSLS vs WSLS,WSLS,WSLS,B,200,16,4,12,-8,0.5800000000000001,31,21,19,11,27,15,22,12
WSLS vs WSLS,WSLS,WSLS,A,201,4,-2,6,-8,0.52,24,15,26,14,28,15,21,9
WSLS vs WSLS,WSLS,WSLS,B,201,-4,-6,2,-8,0.48,26,14,24,10,21,15,28,18
WSLS vs WSLS,WSLS,WSLS,A,202,-8,0,-8,8,0.46,25,14,25,13,20,10,29,12
WSLS vs WSLS,WSLS,WSLS,B,202,8,8,-0,8,0.54,25,13,25,13,29,14,20,12
WSLS vs WSLS,WSLS,WSLS,A,203,-14,-4,-10,6,0.43,23,12,27,13,20,8,29,21
WSLS vs WSLS,WSLS,WSLS,B,203,14,10,4,6,0.5700000000000001,27,12,23,17,29,19,20,10
WSLS vs WSLS,WSLS,WSLS,A,204,14,12,2,10,0.57,31,17,19,15,26,13,23,10
WSLS vs WSLS,WSLS,WSLS,B,204,-14,-2,-12,10,0.43000000000000005,19,13,31,17,23,16,26,14
WSLS vs WSLS,WSLS,WSLS,A,205,-2,0,-2,2,0.49,25,18,25,11,23,14,26,15
WSLS vs WSLS,WSLS,WSLS,B,205,2,2,-0,2,0.51,25,13,25,15,26,10,23,10
WSLS vs WSLS,WSLS,WSLS,A,206,2,6,-4,10,0.51,28,15,22,11,23,13,26,12
WSLS vs WSLS,WSLS,WSLS,B,206,-2,4,-6,10,0.49,22,11,28,15,26,14,23,14
WSLS vs WSLS,WSLS,WSLS,A,207,-2,-2,0,-2,0.49,24,10,26,15,24,14,25,14
WSLS vs WSLS,WSLS,WSLS,B,207,2,-0,2,-2,0.51,26,14,24,14,25,14,24,9
WSLS vs WSLS,WSLS,WSLS,A,208,8,-8,16,-24,0.54,21,10,29,18,33,19,16,8
WSLS vs WSLS,WSLS,WSLS,B,208,-8,-16,8,-24,0.45999999999999996,29,21,21,15,16,10,33,18
WSLS vs WSLS,WSLS,WSLS,A,209,6,4,2,2,0.53,27,11,23,14,25,15,24,15
WSLS vs WSLS,WSLS,WSLS,B,209,-6,-2,-4,2,0.47,23,15,27,16,24,10,25,13
WSLS vs WSLS,WSLS,WSLS,A,210,14,0,14,-14,0.57,25,17,25,14,31,23,18,9
WSLS vs WSLS,WSLS,WSLS,B,210,-14,-14,-0,-14,0.43000000000000005,25,13,25,11,18,8,31,19
WSLS vs WSLS,WSLS,WSLS,A,211,4,2,2,0,0.52,26,16,24,13,26,17,23,14
WSLS vs WSLS,WSLS,WSLS,B,211,-4,-2,-2,0,0.48,24,11,26,16,23,13,26,13
WSLS vs WSLS,WSLS,WSLS,A,212,14,14,0,14,0.57,32,20,18,5,25,11,24,15
WSLS vs WSLS,WSLS,WSLS,B,212,-14,-0,-14,14,0.43000000000000005,18,13,32,22,24,12,25,14
WSLS vs WSLS,WSLS,WSLS,A,213,8,2,6,-4,0.54,26,17,24,13,28,18,21,10
WSLS vs WSLS,WSLS,WSLS,B,213,-8,-6,-2,-4,0.45999999999999996,24,11,26,17,21,12,28,17
WSLS vs WSLS,WSLS,WSLS,A,214,12,12,0,12,0.56,31,18,19,13,24,12,25,13
WSLS vs WSLS,WSLS,WSLS,B,214,-12,-0,-12,12,0.43999999999999995,19,9,31,19,25,16,24,17
WSLS vs WSLS,WSLS,WSLS,A,215,10,-4,14,-18,0.55,23,14,27,16,32,24,17,11
WSLS vs WSLS,WSLS,WSLS,B,215,-10,-14,4,-18,0.44999999999999996,27,15,23,9,17,10,32,20
WSLS vs WSLS,WSLS,WSLS,A,216,-10,-6,-4,-2,0.45,22,10,28,14,23,12,26,21
WSLS vs WSLS,WSLS,WSLS,B,216,10,4,6,-2,0.55,28,15,22,16,26,17,23,17
WSLS vs WSLS,WSLS,WSLS,A,217,0,4,-4,8,0.5,27,15,23,14,22,15,27,16
WSLS vs WSLS,WSLS,WSLS,B,217,-0,4,-4,8,0.5,23,14,27,16,27,16,22,14
WSLS vs WSLS,WSLS,WSLS,A,218,12,4,8,-4,0.56,27,18,23,11,28,17,21,14
WSLS vs WSLS,WSLS,WSLS,B,218,-12,-8,-4,-4,0.43999999999999995,23,17,27,15,21,11,28,21
WSLS vs WSLS,WSLS,WSLS,A,219,8,2,6,-4,0.54,26,15,24,11,28,13,21,14
WSLS vs WSLS,WSLS,WSLS,B,219,-8,-6,-2,-4,0.45999999999999996,24,11,26,18,21,12,28,21
WSLS vs WSLS,WSLS,WSLS,A,220,10,6,4,2,0.55,28,12,22,14,26,14,23,13
WSLS vs WSLS,WSLS,WSLS,B,220,-10,-4,-6,2,0.44999999999999996,22,14,28,16,23,16,26,16
WSLS vs WSLS,WSLS,WSLS,A,221,0,0,0,0,0.5,25,14,25,16,25,14,24,12
WSLS vs WSLS,WSLS,WSLS,B,221,-0,-0,-0,0,0.5,25,11,25,15,24,10,25,14
WSLS vs WSLS,WSLS,WSLS,A,222,-4,-4,0,-4,0.48,23,11,27,17,24,12,25,17
WSLS vs WSLS,WSLS,WSLS,B,222,4,-0,4,-4,0.52,27,15,23,11,25,15,24,13
WSLS vs WSLS,WSLS,WSLS,A,223,-4,-2,-2,0,0.48,24,13,26,17,23,15,26,15
WSLS vs WSLS,WSLS,WSLS,B,223,4,2,2,0,0.52,26,10,24,15,26,14,23,13
WSLS vs WSLS,WSLS,WSLS,A,224,12,2,10,-8,0.56,26,14,24,15,29,18,20,11
WSLS vs WSLS,WSLS,WSLS,B,224,-12,-10,-2,-8,0.43999999999999995,24,13,26,14,20,14,29,20
WSLS vs WSLS,WSLS,WSLS,A,225,-6,-10,4,-14,0.47,20,13,30,19,27,15,22,12
WSLS vs WSLS,WSLS,WSLS,B,225,6,-4,10,-14,0.53,30,16,20,8,22,16,27,17
WSLS vs WSLS,WSLS,WSLS,A,226,-10,0,-10,10,0.45,25,14,25,19,19,12,30,15
WSLS vs WSLS,WSLS,WSLS,B,226,10,10,-0,10,0.55,25,16,25,14,30,18,19,11
WSLS vs WSLS,WSLS,WSLS,A,227,2,-4,6,-10,0.51,23,14,27,19,27,14,22,11
WSLS vs WSLS,WSLS,WSLS,B,227,-2,-6,4,-10,0.49,27,10,23,12,22,11,27,14
WSLS vs WSLS,WSLS,WSLS,A,228,-12,-10,-2,-8,0.44,20,12,30,22,24,16,25,12
WSLS vs WSLS,WSLS,WSLS,B,228,12,2,10,-8,0.56,30,18,20,13,25,17,24,17
WSLS vs WSLS,WSLS,WSLS,A,229,10,8,2,6,0.55,29,16,21,13,26,14,23,15
WSLS vs WSLS,WSLS,WSLS,B,229,-10,-2,-8,6,0.44999999999999996,21,12,29,12,23,15,26,19
WSLS vs WSLS,WSLS,WSLS,A,230,-8,0,-8,8,0.46,25,13,25,16,20,9,29,19
WSLS vs WSLS,WSLS,WSLS,B,230,8,8,-0,8,0.54,25,15,25,12,29,18,20,13
WSLS vs WSLS,WSLS,WSLS,A,231,-2,0,-2,2,0.49,25,13,25,12,24,12,25,11
WSLS vs WSLS,WSLS,WSLS,B,231,2,2,-0,2,0.51,25,11,25,12,25,13,24,13
WSLS vs WSLS,WSLS,WSLS,A,232,0,-2,2,-4,0.5,24,12,26,19,26,17,23,13
WSLS vs WSLS,WSLS,WSLS,B,232,-0,-2,2,-4,0.5,26,12,24,16,23,10,26,12
WSLS vs WSLS,WSLS,WSLS,A,233,4,6,-2,8,0.52,28,17,22,13,23,20,26,15
WSLS vs WSLS,WSLS,WSLS,B,233,-4,2,-6,8,0.48,22,14,28,13,26,16,23,10
WSLS vs WSLS,WSLS,WSLS,A,234,14,4,10,-6,0.57,27,13,23,12,29,14,20,10
WSLS vs WSLS,WSLS,WSLS,B,234,-14,-10,-4,-6,0.43000000000000005,23,12,27,14,20,13,29,15
WSLS vs WSLS,WSLS,WSLS,A,235,8,8,0,8,0.54,29,15,21,11,24,12,25,15
WSLS vs WSLS,WSLS,WSLS,B,235,-8,-0,-8,8,0.45999999999999996,21,8,29,17,25,16,24,17
WSLS vs WSLS,WSLS,WSLS,A,236,20,2,18,-16,0.6,26,15,24,18,33,21,16,11
WSLS vs WSLS,WSLS,WSLS,B,236,-20,-18,-2,-16,0.4,24,11,26,15,16,9,33,19
WSLS vs WSLS,WSLS,WSLS,A,237,10,8,2,6,0.55,29,20,21,13,25,14,24,13
WSLS vs WSLS,WSLS,WSLS,B,237,-10,-2,-8,6,0.44999999999999996,21,10,29,18,24,15,25,16
WSLS vs WSLS,WSLS,WSLS,A,238,12,8,4,4,0.56,29,18,21,10,26,18,23,14
WSLS vs WSLS,WSLS,WSLS,B,238,-12,-4,-8,4,0.43999999999999995,21,12,29,16,23,16,26,13
WSLS vs WSLS,WSLS,WSLS,A,239,4,2,2,0,0.52,26,17,24,14,26,10,23,10
WSLS vs WSLS,WSLS,WSLS,B,239,-4,-2,-2,0,0.48,24,12,26,19,23,11,26,11
WSLS vs WSLS,WSLS,WSLS,A,240,4,6,-2,8,0.52,28,19,22,13,23,13,26,14
WSLS vs WSLS,WSLS,WSLS,B,240,-4,2,-6,8,0.48,22,9,28,19,26,16,23,14
WSLS vs WSLS,WSLS,WSLS,A,241,-14,-8,-6,-2,0.43,21,11,29,21,22,18,27,15
WSLS vs WSLS,WSLS,WSLS,B,241,14,6,8,-2,0.5700000000000001,29,17,21,14,27,17,22,10
WSLS vs WSLS,WSLS,WSLS,A,242,-4,-4,0,-4,0.48,23,13,27,13,24,12,25,12
WSLS vs WSLS,WSLS,WSLS,B,242,4,-0,4,-4,0.52,27,14,23,13,25,14,24,12
WSLS vs WSLS,WSLS,WSLS,A,243,-8,-6,-2,-4,0.46,22,16,28,17,23,13,26,16
WSLS vs WSLS,WSLS,WSLS,B,243,8,2,6,-4,0.54,28,18,22,8,26,11,23,15
WSLS vs WSLS,WSLS,WSLS,A,244,0,-2,2,-4,0.5,24,17,26,10,26,14,23,12
WSLS vs WSLS,WSLS,WSLS,B,244,-0,-2,2,-4,0.5,26,13,24,13,23,14,26,14
WSLS vs WSLS,WSLS,WSLS,A,245,0,6,-6,12,0.5,28,11,22,13,22,16,27,16
WSLS vs WSLS,WSLS,WSLS,B,245,-0,6,-6,12,0.5,22,16,28,14,27,20,22,13
