pairing,A,B,sim_id,total_payoff_A,payoff_first_A,payoff_second_A,swing_A,winrate_A
kToM vs WSLS,kToM,WSLS,362,18,4,14,10,0.59
kToM vs WSLS,kToM,WSLS,363,-10,-2,-8,-6,0.45
kToM vs WSLS,kToM,WSLS,364,0,8,-8,-16,0.5
kToM vs WSLS,kToM,WSLS,365,-2,-2,0,2,0.49
kToM vs WSLS,kToM,WSLS,366,10,6,4,-2,0.55
kToM vs WSLS,kToM,WSLS,367,-2,-2,0,2,0.49
kToM vs WSLS,kToM,WSLS,368,4,0,4,4,0.52
kToM vs WSLS,kToM,WSLS,369,-30,-14,-16,-2,0.35
kToM vs WSLS,kToM,WSLS,370,10,14,-4,-18,0.55
kToM vs WSLS,kToM,WSLS,371,32,18,14,-4,0.66
kToM vs WSLS,kToM,WSLS,372,-12,-12,0,12,0.44
kToM vs WSLS,kToM,WSLS,373,4,-2,6,8,0.52
kToM vs WSLS,kToM,WSLS,374,6,8,-2,-10,0.53
kToM vs WSLS,kToM,WSLS,375,8,2,6,4,0.54
kToM vs WSLS,kToM,WSLS,376,-8,-2,-6,-4,0.46
kToM vs WSLS,kToM,WSLS,377,8,6,2,-4,0.54
kToM vs WSLS,kToM,WSLS,378,12,8,4,-4,0.56
kToM vs WSLS,kToM,WSLS,379,4,-4,8,12,0.52
kToM vs WSLS,kToM,WSLS,380,2,4,-2,-6,0.51
kToM vs WSLS,kToM,WSLS,381,10,4,6,2,0.55
kToM vs WSLS,kToM,WSLS,382,4,6,-2,-8,0.52
kToM vs WSLS,kToM,WSLS,383,-12,-10,-2,8,0.44
kToM vs WSLS,kToM,WSLS,384,28,12,16,4,0.64
kToM vs WSLS,kToM,WSLS,385,26,10,16,6,0.63
kToM vs WSLS,kToM,WSLS,386,18,2,16,14,0.59
kToM vs WSLS,kToM,WSLS,387,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,388,-8,0,-8,-8,0.46
kToM vs WSLS,kToM,WSLS,389,4,4,0,-4,0.52
kToM vs WSLS,kToM,WSLS,390,-4,-2,-2,0,0.48
kToM vs WSLS,kToM,WSLS,391,-8,4,-12,-16,0.46
kToM vs WSLS,kToM,WSLS,392,10,18,-8,-26,0.55
kToM vs WSLS,kToM,WSLS,393,6,4,2,-2,0.53
kToM vs WSLS,kToM,WSLS,394,0,2,-2,-4,0.5
kToM vs WSLS,kToM,WSLS,395,6,4,2,-2,0.53
kToM vs WSLS,kToM,WSLS,396,12,6,6,0,0.56
kToM vs WSLS,kToM,WSLS,397,8,2,6,4,0.54
kToM vs WSLS,kToM,WSLS,398,6,8,-2,-10,0.53
kToM vs WSLS,kToM,WSLS,399,-8,-4,-4,0,0.46
kToM vs WSLS,kToM,WSLS,400,4,-2,6,8,0.52
kToM vs WSLS,kToM,WSLS,401,12,16,-4,-20,0.56
kToM vs WSLS,kToM,WSLS,402,8,10,-2,-12,0.54
kToM vs WSLS,kToM,WSLS,403,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,404,6,4,2,-2,0.53
kToM vs WSLS,kToM,WSLS,405,-6,-6,0,6,0.47
kToM vs WSLS,kToM,WSLS,406,4,-4,8,12,0.52
kToM vs WSLS,kToM,WSLS,407,16,8,8,0,0.58
kToM vs WSLS,kToM,WSLS,408,10,2,8,6,0.55
kToM vs WSLS,kToM,WSLS,409,20,8,12,4,0.6
kToM vs WSLS,kToM,WSLS,410,-6,-4,-2,2,0.47
kToM vs WSLS,kToM,WSLS,411,14,12,2,-10,0.57
kToM vs WSLS,kToM,WSLS,412,-6,-8,2,10,0.47
kToM vs WSLS,kToM,WSLS,413,20,12,8,-4,0.6
kToM vs WSLS,kToM,WSLS,414,10,6,4,-2,0.55
kToM vs WSLS,kToM,WSLS,415,16,10,6,-4,0.58
kToM vs WSLS,kToM,WSLS,416,16,6,10,4,0.58
kToM vs WSLS,kToM,WSLS,417,14,10,4,-6,0.57
kToM vs WSLS,kToM,WSLS,418,8,2,6,4,0.54
kToM vs WSLS,kToM,WSLS,419,0,-6,6,12,0.5
kToM vs WSLS,kToM,WSLS,420,8,4,4,0,0.54
kToM vs WSLS,kToM,WSLS,421,26,10,16,6,0.63
kToM vs WSLS,kToM,WSLS,422,8,4,4,0,0.54
kToM vs WSLS,kToM,WSLS,423,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,424,16,4,12,8,0.58
kToM vs WSLS,kToM,WSLS,425,24,12,12,0,0.62
kToM vs WSLS,kToM,WSLS,426,18,4,14,10,0.59
kToM vs WSLS,kToM,WSLS,427,0,-2,2,4,0.5
kToM vs WSLS,kToM,WSLS,428,-2,-6,4,10,0.49
kToM vs WSLS,kToM,WSLS,429,-2,2,-4,-6,0.49
kToM vs WSLS,kToM,WSLS,430,8,-2,10,12,0.54
kToM vs WSLS,kToM,WSLS,431,18,6,12,6,0.59
kToM vs WSLS,kToM,WSLS,432,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,433,-6,-8,2,10,0.47
kToM vs WSLS,kToM,WSLS,434,14,0,14,14,0.57
kToM vs WSLS,kToM,WSLS,435,2,0,2,2,0.51
kToM vs WSLS,kToM,WSLS,436,16,16,0,-16,0.58
kToM vs WSLS,kToM,WSLS,437,-10,-10,0,10,0.45
kToM vs WSLS,kToM,WSLS,438,26,14,12,-2,0.63
kToM vs WSLS,kToM,WSLS,439,6,6,0,-6,0.53
kToM vs WSLS,kToM,WSLS,440,-10,-4,-6,-2,0.45
kToM vs WSLS,kToM,WSLS,441,-4,2,-6,-8,0.48
kToM vs WSLS,kToM,WSLS,442,22,14,8,-6,0.61
kToM vs WSLS,kToM,WSLS,443,12,6,6,0,0.56
kToM vs WSLS,kToM,WSLS,444,4,6,-2,-8,0.52
kToM vs WSLS,kToM,WSLS,445,6,4,2,-2,0.53
kToM vs WSLS,kToM,WSLS,446,16,10,6,-4,0.58
kToM vs WSLS,kToM,WSLS,447,16,12,4,-8,0.58
kToM vs WSLS,kToM,WSLS,448,-2,-8,6,14,0.49
kToM vs WSLS,kToM,WSLS,449,-4,-6,2,8,0.48
kToM vs WSLS,kToM,WSLS,450,18,10,8,-2,0.59
kToM vs WSLS,kToM,WSLS,451,2,0,2,2,0.51
kToM vs WSLS,kToM,WSLS,452,18,10,8,-2,0.59
kToM vs WSLS,kToM,WSLS,453,22,12,10,-2,0.61
kToM vs WSLS,kToM,WSLS,454,16,10,6,-4,0.58
kToM vs WSLS,kToM,WSLS,455,6,6,0,-6,0.53
kToM vs WSLS,kToM,WSLS,456,6,0,6,6,0.53
kToM vs WSLS,kToM,WSLS,457,2,-4,6,10,0.51
kToM vs WSLS,kToM,WSLS,458,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,459,6,0,6,6,0.53
kToM vs WSLS,kToM,WSLS,460,4,8,-4,-12,0.52
kToM vs WSLS,kToM,WSLS,461,10,10,0,-10,0.55
kToM vs WSLS,kToM,WSLS,462,-12,2,-14,-16,0.44
kToM vs WSLS,kToM,WSLS,463,14,6,8,2,0.57
kToM vs WSLS,kToM,WSLS,464,-10,0,-10,-10,0.45
kToM vs WSLS,kToM,WSLS,465,12,8,4,-4,0.56
kToM vs WSLS,kToM,WSLS,466,-10,-4,-6,-2,0.45
kToM vs WSLS,kToM,WSLS,467,-2,4,-6,-10,0.49
kToM vs WSLS,kToM,WSLS,468,-12,0,-12,-12,0.44
kToM vs WSLS,kToM,WSLS,469,-8,-4,-4,0,0.46
kToM vs WSLS,kToM,WSLS,470,-10,-4,-6,-2,0.45
kToM vs WSLS,kToM,WSLS,471,-4,2,-6,-8,0.48
kToM vs WSLS,kToM,WSLS,472,-6,-2,-4,-2,0.47
kToM vs WSLS,kToM,WSLS,473,10,6,4,-2,0.55
kToM vs WSLS,kToM,WSLS,474,0,-2,2,4,0.5
kToM vs WSLS,kToM,WSLS,475,-18,-4,-14,-10,0.41
kToM vs WSLS,kToM,WSLS,476,12,0,12,12,0.56
kToM vs WSLS,kToM,WSLS,477,16,10,6,-4,0.58
kToM vs WSLS,kToM,WSLS,478,12,-10,22,32,0.56
kToM vs WSLS,kToM,WSLS,479,14,0,14,14,0.57
kToM vs WSLS,kToM,WSLS,480,8,2,6,4,0.54
kToM vs WSLS,kToM,WSLS,481,6,0,6,6,0.53
kToM vs WSLS,kToM,WSLS,482,16,6,10,4,0.58
kToM vs WSLS,kToM,WSLS,483,-12,-6,-6,0,0.44
kToM vs WSLS,kToM,WSLS,484,-2,-12,10,22,0.49
kToM vs WSLS,kToM,WSLS,485,4,-4,8,12,0.52
kToM vs WSLS,kToM,WSLS,486,-2,-4,2,6,0.49
kToM vs WSLS,kToM,WSLS,487,12,6,6,0,0.56
kToM vs WSLS,kToM,WSLS,488,8,8,0,-8,0.54
kToM vs WSLS,kToM,WSLS,489,14,8,6,-2,0.57
kToM vs WSLS,kToM,WSLS,490,2,6,-4,-10,0.51
kToM vs WSLS,kToM,WSLS,491,8,8,0,-8,0.54
kToM vs WSLS,kToM,WSLS,492,2,2,0,-2,0.51
kToM vs WSLS,kToM,WSLS,493,-18,-12,-6,6,0.41
kToM vs WSLS,kToM,WSLS,494,6,-2,8,10,0.53
kToM vs WSLS,kToM,WSLS,495,8,4,4,0,0.54
kToM vs WSLS,kToM,WSLS,496,-4,0,-4,-4,0.48
kToM vs WSLS,kToM,WSLS,497,14,0,14,14,0.57
kToM vs WSLS,kToM,WSLS,498,-4,-10,6,16,0.48
kToM vs WSLS,kToM,WSLS,499,16,4,12,8,0.58
kToM vs WSLS,kToM,WSLS,500,4,10,-6,-16,0.52
kToM vs WSLS,kToM,WSLS,501,20,16,4,-12,0.6
kToM vs WSLS,kToM,WSLS,502,12,18,-6,-24,0.56
kToM vs WSLS,kToM,WSLS,503,-10,-8,-2,6,0.45
kToM vs WSLS,kToM,WSLS,504,-10,-16,6,22,0.45
kToM vs WSLS,kToM,WSLS,505,-6,-8,2,10,0.47
kToM vs WSLS,kToM,WSLS,506,-8,-12,4,16,0.46
kToM vs WSLS,kToM,WSLS,507,-2,4,-6,-10,0.49
kToM vs WSLS,kToM,WSLS,508,14,22,-8,-30,0.57
kToM vs WSLS,kToM,WSLS,509,16,8,8,0,0.58
kToM vs WSLS,kToM,WSLS,510,-4,0,-4,-4,0.48
kToM vs WSLS,kToM,WSLS,511,8,4,4,0,0.54
kToM vs WSLS,kToM,WSLS,512,14,6,8,2,0.57
kToM vs WSLS,kToM,WSLS,513,16,8,8,0,0.58
kToM vs WSLS,kToM,WSLS,514,-4,-4,0,4,0.48
kToM vs WSLS,kToM,WSLS,515,-22,-10,-12,-2,0.39
kToM vs WSLS,kToM,WSLS,516,-2,6,-8,-14,0.49
kToM vs WSLS,kToM,WSLS,517,14,12,2,-10,0.57
kToM vs WSLS,kToM,WSLS,518,-10,2,-12,-14,0.45
kToM vs WSLS,kToM,WSLS,519,-2,-6,4,10,0.49
kToM vs WSLS,kToM,WSLS,520,-14,-6,-8,-2,0.43
kToM vs WSLS,kToM,WSLS,521,14,16,-2,-18,0.57
kToM vs WSLS,kToM,WSLS,522,0,6,-6,-12,0.5
kToM vs WSLS,kToM,WSLS,523,14,8,6,-2,0.57
kToM vs WSLS,kToM,WSLS,524,4,8,-4,-12,0.52
kToM vs WSLS,kToM,WSLS,525,-4,-6,2,8,0.48
kToM vs WSLS,kToM,WSLS,526,8,8,0,-8,0.54
kToM vs WSLS,kToM,WSLS,527,6,6,0,-6,0.53
kToM vs WSLS,kToM,WSLS,528,8,6,2,-4,0.54
kToM vs WSLS,kToM,WSLS,529,16,12,4,-8,0.58
kToM vs WSLS,kToM,WSLS,530,-8,8,-16,-24,0.46
kToM vs WSLS,kToM,WSLS,531,-6,-4,-2,2,0.47
kToM vs WSLS,kToM,WSLS,532,4,-4,8,12,0.52
kToM vs WSLS,kToM,WSLS,533,22,10,12,2,0.61
kToM vs WSLS,kToM,WSLS,534,12,6,6,0,0.56
kToM vs WSLS,kToM,WSLS,535,6,-4,10,14,0.53
kToM vs WSLS,kToM,WSLS,536,6,6,0,-6,0.53
kToM vs WSLS,kToM,WSLS,537,4,-2,6,8,0.52
kToM vs WSLS,kToM,WSLS,538,0,-6,6,12,0.5
kToM vs WSLS,kToM,WSLS,539,4,2,2,0,0.52
kToM vs WSLS,kToM,WSLS,540,14,14,0,-14,0.57
kToM vs WSLS,kToM,WSLS,541,16,14,2,-12,0.58
kToM vs WSLS,kToM,WSLS,542,8,0,8,8,0.54
kToM vs WSLS,kToM,WSLS,543,18,12,6,-6,0.59
kToM vs WSLS,kToM,WSLS,544,24,12,12,0,0.62
kToM vs WSLS,kToM,WSLS,545,14,12,2,-10,0.57
kToM vs WSLS,kToM,WSLS,546,-2,2,-4,-6,0.49
kToM vs WSLS,kToM,WSLS,547,0,6,-6,-12,0.5
kToM vs WSLS,kToM,WSLS,548,4,4,0,-4,0.52
kToM vs WSLS,kToM,WSLS,549,10,10,0,-10,0.55
kToM vs WSLS,kToM,WSLS,550,24,14,10,-4,0.62
kToM vs WSLS,kToM,WSLS,551,-6,16,-22,-38,0.47
kToM vs WSLS,kToM,WSLS,552,-12,-10,-2,8,0.44
kToM vs WSLS,kToM,WSLS,553,6,10,-4,-14,0.53
kToM vs WSLS,kToM,WSLS,554,-6,-6,0,6,0.47
kToM vs WSLS,kToM,WSLS,555,6,-4,10,14,0.53
kToM vs WSLS,kToM,WSLS,556,4,-2,6,8,0.52
kToM vs WSLS,kToM,WSLS,557,12,2,10,8,0.56
kToM vs WSLS,kToM,WSLS,558,12,2,10,8,0.56
kToM vs WSLS,kToM,WSLS,559,4,8,-4,-12,0.52
kToM vs WSLS,kToM,WSLS,560,4,4,0,-4,0.52
kToM vs WSLS,kToM,WSLS,561,16,20,-4,-24,0.58
kToM vs WSLS,kToM,WSLS,562,28,10,18,8,0.64
kToM vs WSLS,kToM,WSLS,563,0,4,-4,-8,0.5
kToM vs WSLS,kToM,WSLS,564,-2,10,-12,-22,0.49
kToM vs WSLS,kToM,WSLS,565,0,12,-12,-24,0.5
kToM vs WSLS,kToM,WSLS,566,-2,4,-6,-10,0.49
kToM vs WSLS,kToM,WSLS,567,10,6,4,-2,0.55
kToM vs WSLS,kToM,WSLS,568,4,-4,8,12,0.52
kToM vs WSLS,kToM,WSLS,569,6,2,4,2,0.53
kToM vs WSLS,kToM,WSLS,570,8,6,2,-4,0.54
kToM vs WSLS,kToM,WSLS,571,20,4,16,12,0.6
kToM vs WSLS,kToM,WSLS,572,20,14,6,-8,0.6
kToM vs WSLS,kToM,WSLS,573,18,14,4,-10,0.59
kToM vs WSLS,kToM,WSLS,574,32,18,14,-4,0.66
kToM vs WSLS,kToM,WSLS,575,12,16,-4,-20,0.56
kToM vs WSLS,kToM,WSLS,576,-2,-2,0,2,0.49
kToM vs WSLS,kToM,WSLS,577,-6,-16,10,26,0.47
kToM vs WSLS,kToM,WSLS,578,12,0,12,12,0.56
kToM vs WSLS,kToM,WSLS,579,-6,-6,0,6,0.47
kToM vs WSLS,kToM,WSLS,580,12,8,4,-4,0.56
kToM vs WSLS,kToM,WSLS,581,2,4,-2,-6,0.51
kToM vs WSLS,kToM,WSLS,582,10,4,6,2,0.55
kToM vs WSLS,kToM,WSLS,583,2,0,2,2,0.51
kToM vs WSLS,kToM,WSLS,584,-10,-2,-8,-6,0.45
kToM vs WSLS,kToM,WSLS,585,18,6,12,6,0.59
kToM vs WSLS,kToM,WSLS,586,14,12,2,-10,0.57
kToM vs WSLS,kToM,WSLS,587,6,8,-2,-10,0.53
kToM vs WSLS,kToM,WSLS,588,18,12,6,-6,0.59
kToM vs WSLS,kToM,WSLS,589,30,18,12,-6,0.65
kToM vs WSLS,kToM,WSLS,590,10,8,2,-6,0.55
kToM vs WSLS,kToM,WSLS,591,10,14,-4,-18,0.55
kToM vs WSLS,kToM,WSLS,592,16,10,6,-4,0.58
kToM vs WSLS,kToM,WSLS,593,8,4,4,0,0.54
kToM vs WSLS,kToM,WSLS,594,14,8,6,-2,0.57
kToM vs WSLS,kToM,WSLS,595,20,4,16,12,0.6
kToM vs WSLS,kToM,WSLS,596,22,16,6,-10,0.61
kToM vs WSLS,kToM,WSLS,597,10,6,4,-2,0.55
kToM vs WSLS,kToM,WSLS,598,16,4,12,8,0.58
kToM vs WSLS,kToM,WSLS,599,10,4,6,2,0.55
kToM vs WSLS,kToM,WSLS,600,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,1,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,2,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,3,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,4,-18,-12,-6,6,0.41
kToM vs kToM,kToM,kToM,5,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,6,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,7,-12,-4,-8,-4,0.44
kToM vs kToM,kToM,kToM,8,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,9,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,10,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,11,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,12,10,2,8,6,0.55
kToM vs kToM,kToM,kToM,13,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,14,-28,-12,-16,-4,0.36
kToM vs kToM,kToM,kToM,15,-16,-16,0,16,0.42
kToM vs kToM,kToM,kToM,16,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,17,-14,-14,0,14,0.43
kToM vs kToM,kToM,kToM,18,-12,2,-14,-16,0.44
kToM vs kToM,kToM,kToM,19,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,20,8,2,6,4,0.54
kToM vs kToM,kToM,kToM,21,-12,-12,0,12,0.44
kToM vs kToM,kToM,kToM,22,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,23,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,24,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,25,12,2,10,8,0.56
kToM vs kToM,kToM,kToM,26,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,27,8,-2,10,12,0.54
kToM vs kToM,kToM,kToM,28,12,4,8,4,0.56
kToM vs kToM,kToM,kToM,29,-12,-2,-10,-8,0.44
kToM vs kToM,kToM,kToM,30,-6,0,-6,-6,0.47
kToM vs kToM,kToM,kToM,31,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,32,-12,-4,-8,-4,0.44
kToM vs kToM,kToM,kToM,33,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,34,-4,2,-6,-8,0.48
kToM vs kToM,kToM,kToM,35,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,36,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,37,14,6,8,2,0.57
kToM vs kToM,kToM,kToM,38,-14,-8,-6,2,0.43
kToM vs kToM,kToM,kToM,39,-12,-6,-6,0,0.44
kToM vs kToM,kToM,kToM,40,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,41,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,42,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,43,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,44,0,-6,6,12,0.5
kToM vs kToM,kToM,kToM,45,4,8,-4,-12,0.52
kToM vs kToM,kToM,kToM,46,4,-4,8,12,0.52
kToM vs kToM,kToM,kToM,47,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,48,-6,4,-10,-14,0.47
kToM vs kToM,kToM,kToM,49,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,50,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,51,-6,0,-6,-6,0.47
kToM vs kToM,kToM,kToM,52,6,0,6,6,0.53
kToM vs kToM,kToM,kToM,53,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,54,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,55,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,56,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,57,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,58,12,14,-2,-16,0.56
kToM vs kToM,kToM,kToM,59,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,60,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,61,-2,6,-8,-14,0.49
kToM vs kToM,kToM,kToM,62,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,63,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,64,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,65,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,66,24,12,12,0,0.62
kToM vs kToM,kToM,kToM,67,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,68,4,12,-8,-20,0.52
kToM vs kToM,kToM,kToM,69,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,70,-6,-6,0,6,0.47
kToM vs kToM,kToM,kToM,71,6,0,6,6,0.53
kToM vs kToM,kToM,kToM,72,-20,-16,-4,12,0.4
kToM vs kToM,kToM,kToM,73,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,74,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,75,-18,-8,-10,-2,0.41
kToM vs kToM,kToM,kToM,76,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,77,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,78,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,79,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,80,18,10,8,-2,0.59
kToM vs kToM,kToM,kToM,81,-16,-4,-12,-8,0.42
kToM vs kToM,kToM,kToM,82,10,6,4,-2,0.55
kToM vs kToM,kToM,kToM,83,16,12,4,-8,0.58
kToM vs kToM,kToM,kToM,84,-10,4,-14,-18,0.45
kToM vs kToM,kToM,kToM,85,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,86,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,87,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,88,8,6,2,-4,0.54
kToM vs kToM,kToM,kToM,89,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,90,-8,2,-10,-12,0.46
kToM vs kToM,kToM,kToM,91,0,-8,8,16,0.5
kToM vs kToM,kToM,kToM,92,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,93,16,8,8,0,0.58
kToM vs kToM,kToM,kToM,94,14,8,6,-2,0.57
kToM vs kToM,kToM,kToM,95,-4,-2,-2,0,0.48
kToM vs kToM,kToM,kToM,96,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,97,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,98,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,99,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,100,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,101,14,10,4,-6,0.57
kToM vs kToM,kToM,kToM,102,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,103,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,104,-12,-6,-6,0,0.44
kToM vs kToM,kToM,kToM,105,-4,-2,-2,0,0.48
kToM vs kToM,kToM,kToM,106,-6,4,-10,-14,0.47
kToM vs kToM,kToM,kToM,107,12,0,12,12,0.56
kToM vs kToM,kToM,kToM,108,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,109,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,110,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,111,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,112,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,113,8,2,6,4,0.54
kToM vs kToM,kToM,kToM,114,12,6,6,0,0.56
kToM vs kToM,kToM,kToM,115,16,10,6,-4,0.58
kToM vs kToM,kToM,kToM,116,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,117,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,118,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,119,-14,-2,-12,-10,0.43
kToM vs kToM,kToM,kToM,120,-12,-2,-10,-8,0.44
kToM vs kToM,kToM,kToM,121,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,122,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,123,-6,-8,2,10,0.47
kToM vs kToM,kToM,kToM,124,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,125,-16,-12,-4,8,0.42
kToM vs kToM,kToM,kToM,126,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,127,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,128,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,129,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,130,6,6,0,-6,0.53
kToM vs kToM,kToM,kToM,131,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,132,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,133,16,16,0,-16,0.58
kToM vs kToM,kToM,kToM,134,-2,-6,4,10,0.49
kToM vs kToM,kToM,kToM,135,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,136,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,137,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,138,-6,-6,0,6,0.47
kToM vs kToM,kToM,kToM,139,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,140,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,141,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,142,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,143,-6,-2,-4,-2,0.47
kToM vs kToM,kToM,kToM,144,-10,-10,0,10,0.45
kToM vs kToM,kToM,kToM,145,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,146,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,147,16,6,10,4,0.58
kToM vs kToM,kToM,kToM,148,-14,-8,-6,2,0.43
kToM vs kToM,kToM,kToM,149,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,150,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,151,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,152,-8,-10,2,12,0.46
kToM vs kToM,kToM,kToM,153,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,154,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,155,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,156,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,157,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,158,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,159,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,160,-8,0,-8,-8,0.46
kToM vs kToM,kToM,kToM,161,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,162,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,163,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,164,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,165,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,166,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,167,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,168,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,169,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,170,-8,0,-8,-8,0.46
kToM vs kToM,kToM,kToM,171,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,172,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,173,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,174,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,175,-4,2,-6,-8,0.48
